#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,like_per_view,comment_per_view,share_per_view,text_length
11255,opinion,4832424411,8,my point of view is that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,3589.0,361.0,10.0,4.0,1.0,0.10058512120367791,0.00027862914460852607,0.0027862914460852605,80
11256,opinion,3893032073,41,my point of view is that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,4368.0,1665.0,204.0,22.0,7.0,0.38118131868131866,0.0016025641025641025,0.046703296703296704,91
11257,opinion,2026296539,5,my point of view is that the town of calama in chile has never experienced rain,not verified,active,6325.0,1282.0,76.0,1.0,0.0,0.20268774703557313,0.0,0.012015810276679842,79
11258,opinion,3549133779,60,"my point of view is that every three seconds, there is a birth taking place somewhere in the world",not verified,active,4240.0,1179.0,158.0,19.0,7.0,0.27806603773584904,0.0016509433962264152,0.037264150943396225,98
11259,opinion,2725015506,6,my view is that nucelear fission is now being used to produce electricity,not verified,active,4199.0,1359.0,128.0,10.0,4.0,0.323648487735175,0.0009526077637532746,0.030483448440104786,73
11260,opinion,8440261604,6,my view is that microbes from the sahara desert help feed the amazon rainforest,not verified,active,8420.0,2226.0,726.0,39.0,0.0,0.26437054631828977,0.0,0.08622327790973872,79
11261,opinion,9011141761,33,my view is that iceland is growing 5 centimeters per year,not verified,active,2652.0,340.0,35.0,5.0,0.0,0.1282051282051282,0.0,0.013197586726998492,57
11262,opinion,9588027865,28,my view is that bangkok's full name has 163 letters,not verified,active,193.0,45.0,5.0,0.0,0.0,0.23316062176165803,0.0,0.025906735751295335,51
11263,opinion,2798287584,58,my view is that canada has the most lakes in the world,not verified,active,2362.0,153.0,36.0,3.0,1.0,0.06477561388653684,0.0004233700254022015,0.015241320914479255,54
11264,opinion,9234097179,47,my view is that there are about 582 million entrepreneurs in the world,not verified,active,596.0,244.0,46.0,4.0,1.0,0.40939597315436244,0.0016778523489932886,0.07718120805369127,70
11265,opinion,3491520647,7,my view is that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,9261.0,1179.0,258.0,22.0,3.0,0.12730806608357628,0.00032393909944930353,0.027858762552640103,116
11266,opinion,9285034878,32,my view is that mobile phone use in india is nearly 100%,not verified,active,8970.0,1189.0,241.0,12.0,0.0,0.13255295429208472,0.0,0.026867335562987735,56
11267,opinion,7834546320,10,my view is that it would take less than a month to get to the moon by car at 60mph,not verified,active,9002.0,60.0,22.0,0.0,0.0,0.0066651855143301485,0.0,0.002443901355254388,82
11268,opinion,2832382489,22,my view is that the average car contains over 30000 unique parts,not verified,active,3945.0,453.0,112.0,3.0,1.0,0.11482889733840304,0.00025348542458808617,0.028390367553865654,64
11269,opinion,3792848124,58,my view is that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,active,4606.0,11.0,3.0,0.0,0.0,0.0023881893182805037,0.0,0.0006513243595310464,98
11270,opinion,7374503468,13,my view is that 90% of drivers admit to singing in the car,not verified,active,9338.0,142.0,44.0,2.0,1.0,0.015206682373099165,0.00010708931248661383,0.004711929749411009,58
11271,opinion,8759961259,18,my view is that the automotive industry employs about 9.9 million americans,not verified,active,9314.0,722.0,199.0,6.0,0.0,0.07751771526733948,0.0,0.021365686063989694,75
11272,opinion,8689668338,29,my view is that the earliest playable recording of a person singing was recorded in 1860,not verified,active,1538.0,93.0,24.0,1.0,0.0,0.06046814044213264,0.0,0.015604681404421327,88
11273,opinion,5205076242,55,my view is that the origins of the banjo instrument begin in africa,not verified,active,2789.0,977.0,41.0,1.0,0.0,0.3503047687343134,0.0,0.014700609537468627,67
11274,opinion,7905010676,27,my view is that vinyl record sales now surpass compact disc sales,verified,active,519.0,174.0,65.0,1.0,0.0,0.3352601156069364,0.0,0.1252408477842004,65
11275,opinion,9094016761,45,"my view is that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,6809.0,1962.0,91.0,2.0,1.0,0.28814803935967104,0.000146864444118079,0.01336466441474519,87
11276,opinion,2813401362,29,my view is that the harmonica is the best selling musical instrument,not verified,active,2020.0,82.0,19.0,1.0,0.0,0.040594059405940595,0.0,0.009405940594059406,68
11277,opinion,2621993446,30,my view is that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,2304.0,939.0,286.0,20.0,3.0,0.4075520833333333,0.0013020833333333333,0.12413194444444445,89
11278,opinion,6191558885,56,my view is that singapore has the fastest internet connectivity in the world.,not verified,active,8299.0,2836.0,1087.0,24.0,8.0,0.3417279190263887,0.0009639715628388962,0.13097963610073504,77
11279,opinion,4107882792,49,my view is that an average user spends 40% of their day on the internet,not verified,active,2398.0,625.0,12.0,13.0,4.0,0.26063386155129276,0.0016680567139282735,0.0050041701417848205,71
11280,opinion,8475014293,7,my view is that the world generates 2.5 quintillion bytes of data every day,not verified,active,2676.0,415.0,83.0,5.0,2.0,0.15508221225710014,0.0007473841554559044,0.03101644245142003,75
11281,opinion,6344811796,39,my view is that the average user checks their mobile phone around 150 times each day,not verified,active,3924.0,1103.0,154.0,14.0,2.0,0.2810907237512742,0.0005096839959225281,0.03924566768603466,84
11282,opinion,4454384848,52,my view is that the longest recorded cricket match lasted 14 days,not verified,active,6529.0,434.0,101.0,6.0,2.0,0.06647266043804564,0.00030632562413845916,0.015469444018992189,65
11283,opinion,8750242653,36,my view is that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,5047.0,273.0,104.0,4.0,0.0,0.05409153952843273,0.0,0.02060630077273628,109
11284,opinion,3052021876,14,my view is that the first cricket balls were made of tightly packed sheep wool.,not verified,active,4790.0,839.0,136.0,11.0,1.0,0.17515657620041752,0.00020876826722338206,0.028392484342379957,79
11285,opinion,8375533852,19,my view is that the first gloves used in american sport baseball were fingerless,not verified,active,5199.0,963.0,254.0,6.0,1.0,0.1852279284477784,0.00019234468166955183,0.04885554914406617,80
11286,opinion,2480020008,53,"my view is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,active,6986.0,2247.0,161.0,12.0,4.0,0.3216432865731463,0.000572573718866304,0.023046092184368736,150
11287,opinion,5676666990,14,my view is that the longest commercial flight in history took around 30 hours,not verified,active,4221.0,9.0,1.0,0.0,0.0,0.0021321961620469083,0.0,0.00023691068467187872,77
11288,opinion,6011232918,27,my view is that the biggest passenger bus in the world operates in brazil,not verified,active,1184.0,109.0,34.0,0.0,0.0,0.09206081081081081,0.0,0.028716216216216218,73
11289,opinion,3731787496,35,my view is that the busiest airport in the world is in the united states,not verified,active,2855.0,498.0,174.0,5.0,1.0,0.174430823117338,0.0003502626970227671,0.06094570928196147,72
11290,opinion,9870157512,57,my view is that one-third of the world’s airports are located in the u.s.,not verified,active,8358.0,885.0,349.0,21.0,4.0,0.10588657573582197,0.0004785833931562575,0.04175640105288347,73
11291,opinion,2439864925,18,my view is that a dog’s sense of smell is much more powerful than a human's,not verified,active,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
11292,opinion,6920859948,6,my view is that the cheetah is the fastest land animal on earth,not verified,banned,6764.0,2437.0,314.0,51.0,19.0,0.36028976936723833,0.0028089887640449437,0.046422235363690126,63
11293,opinion,4335037579,27,my view is that an octopus has three hearts,not verified,active,7667.0,2593.0,376.0,33.0,4.0,0.3382026868397026,0.0005217164471109951,0.04904134602843355,43
11294,opinion,6098951482,24,my view is that some sharks can glow in the dark,not verified,active,2364.0,295.0,24.0,5.0,1.0,0.12478849407783418,0.00042301184433164127,0.01015228426395939,48
11295,opinion,9137116255,59,my view is that mercury & venus are the only 2 planets in our solar system that have no moons,verified,active,9611.0,1449.0,260.0,1.0,0.0,0.15076474872541878,0.0,0.02705233586515451,93
11296,opinion,9015480325,12,my view is that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,1071.0,96.0,8.0,0.0,0.0,0.0896358543417367,0.0,0.007469654528478058,103
11297,opinion,1487995200,37,my view is that jupiter has the most moons,verified,active,8702.0,3696.0,226.0,8.0,3.0,0.4247299471385888,0.000344748333716387,0.025971041139967822,42
11298,opinion,8432679884,25,my view is that it snows metal and rains acid on venus,not verified,active,5288.0,1284.0,488.0,20.0,6.0,0.2428139183055976,0.0011346444780635401,0.09228441754916793,54
11299,opinion,6913602045,54,my view is that the sunset is blue on mars,not verified,under review,5887.0,2476.0,957.0,12.0,1.0,0.42058773568880586,0.00016986580601324953,0.1625615763546798,42
11300,opinion,1504049618,60,my view is that a day on mars is about the same length as on earth,not verified,active,5485.0,1114.0,28.0,2.0,0.0,0.20309936189608022,0.0,0.0051048313582497725,66
11301,opinion,1802887656,19,my view is that 5 dwarf planets are recognized in the solar system,not verified,active,4799.0,1283.0,501.0,14.0,4.0,0.2673473640341738,0.0008335069806209627,0.10439674932277558,66
11302,opinion,5283429233,29,my view is that the moon’s craters might be the coldest places in the solar system,not verified,active,4750.0,1804.0,14.0,28.0,5.0,0.3797894736842105,0.0010526315789473684,0.0029473684210526317,82
11303,opinion,5908399943,10,my view is that it rains diamonds on jupiter and saturn,not verified,under review,9590.0,3436.0,944.0,31.0,4.0,0.3582898852971846,0.0004171011470281543,0.09843587069864441,55
11304,opinion,8309996222,60,my view is that there might be a huge planet in this solar system,verified,active,9639.0,185.0,57.0,1.0,0.0,0.019192862330117234,0.0,0.005913476501711796,65
11305,opinion,2151528337,50,my view is that mars has running water,not verified,active,1941.0,353.0,139.0,6.0,0.0,0.1818650180319423,0.0,0.0716125708397733,38
11306,opinion,7721208734,46,my view is that marie curie is the only person with two nobel prizes in different sciences,not verified,active,3884.0,178.0,69.0,2.0,1.0,0.04582904222451081,0.00025746652935118434,0.01776519052523172,90
11307,opinion,9614727387,16,my view is that there is a world championship for throwing mobile phones,not verified,active,5529.0,1350.0,454.0,29.0,12.0,0.24416711882799783,0.002170374389582203,0.08211249773919334,72
11308,opinion,2140341471,44,my view is that bathwater stays warmer for a longer duration with bubbles,not verified,active,7995.0,3079.0,90.0,36.0,5.0,0.38511569731081924,0.0006253908692933083,0.01125703564727955,73
11309,opinion,2151195976,26,my view is that take out restaurants have been found in the remains of pompeii,not verified,active,4324.0,1673.0,255.0,4.0,1.0,0.38691026827012026,0.00023126734505087883,0.058973172987974096,78
11310,opinion,6385083149,47,my view is that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,277.0,120.0,28.0,0.0,0.0,0.4332129963898917,0.0,0.10108303249097472,86
11311,opinion,5281663310,53,my view is that some trees in melbourne have email addresses,not verified,active,6235.0,831.0,5.0,15.0,6.0,0.13327987169206096,0.0009623095429029671,0.0008019246190858059,60
11312,opinion,7241033634,59,my view is that antarctica is the only continent without any reptiles or snakes,not verified,active,2371.0,701.0,272.0,15.0,4.0,0.2956558414171236,0.001687051876845213,0.11471952762547448,79
11313,opinion,1333985875,20,my view is that a crocodile cannot stick its tongue out,not verified,active,5488.0,2388.0,581.0,21.0,3.0,0.43513119533527694,0.0005466472303206997,0.10586734693877552,55
11314,opinion,9357967530,17,my view is that people don’t sneeze in their sleep,not verified,active,2585.0,943.0,125.0,16.0,3.0,0.36479690522243713,0.0011605415860735009,0.048355899419729204,50
11315,opinion,5182662410,14,my view is that australia has the most number of beaches in the world,not verified,active,1141.0,441.0,43.0,2.0,1.0,0.38650306748466257,0.0008764241893076249,0.03768624014022787,69
11316,opinion,3142801009,60,my view is that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,6437.0,1962.0,539.0,30.0,12.0,0.3048003728444928,0.0018642224638806897,0.08373465900264099,96
11317,opinion,6051791596,20,my view is that humans can’t taste food without saliva,not verified,active,3365.0,345.0,43.0,0.0,0.0,0.1025260029717682,0.0,0.012778603268945022,54
11318,opinion,9689290483,58,my view is that may 22nd is the least common birth date,not verified,active,5684.0,1407.0,296.0,11.0,3.0,0.24753694581280788,0.0005277973258268825,0.05207600281491907,55
11319,opinion,4403119753,39,my view is that butterflies taste with their feet,not verified,active,5202.0,1476.0,113.0,1.0,0.0,0.2837370242214533,0.0,0.02172241445597847,49
11320,opinion,2419787462,5,my view is that a pound of houseflies contains more protein than a pound of beef,verified,active,5526.0,1001.0,199.0,9.0,0.0,0.1811436844010134,0.0,0.03601158161418748,80
11321,opinion,1430812065,14,my view is that the population of the united states increases by one person every 12 seconds,not verified,active,9824.0,3728.0,1453.0,56.0,20.0,0.3794788273615635,0.002035830618892508,0.1479030944625407,92
11322,opinion,3979661723,25,"my view is that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,4147.0,1630.0,387.0,23.0,1.0,0.39305522064142756,0.00024113817217265494,0.09332047263081746,90
11323,opinion,5650110145,13,my view is that a blue whale's heartbeat can be heard from two miles away,not verified,active,208.0,77.0,11.0,1.0,0.0,0.3701923076923077,0.0,0.052884615384615384,73
11324,opinion,6613991406,29,"my view is that the canary islands are named after types of dogs, not birds",not verified,active,8469.0,1129.0,270.0,18.0,3.0,0.13330971779430867,0.00035423308537017357,0.031880977683315624,75
11325,opinion,3222059597,6,"my view is that one type of parrot, kea parrots, laugh together when they're in a good mood",verified,active,1013.0,244.0,94.0,6.0,1.0,0.24086870681145114,0.0009871668311944718,0.09279368213228036,91
11326,opinion,3930068401,56,my view is that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,active,4774.0,668.0,173.0,11.0,4.0,0.13992459153749476,0.0008378718056137411,0.0362379555927943,89
11327,opinion,8733810043,59,my view is that neptune was the first planet that was discovered before being seen through a telescope,verified,active,5129.0,1030.0,179.0,2.0,0.0,0.20081887307467342,0.0,0.03489959056346267,102
11328,opinion,5528280958,27,my view is that armadillos have bulletproof shells,not verified,active,9070.0,737.0,106.0,10.0,4.0,0.08125689084895259,0.0004410143329658214,0.011686879823594266,50
11329,opinion,9494047310,8,my view is that only one-fourth of the sahara desert is sandy,not verified,active,9047.0,3929.0,1207.0,22.0,5.0,0.43428760915220516,0.0005526693931690063,0.13341439151099813,61
11330,opinion,8412429446,48,my view is that human ears and noses never stop growing,not verified,active,1240.0,428.0,138.0,6.0,2.0,0.34516129032258064,0.0016129032258064516,0.11129032258064517,55
11331,opinion,9713258937,50,my view is that bees can fly higher than mount everest,not verified,active,851.0,323.0,116.0,6.0,0.0,0.3795534665099882,0.0,0.136310223266745,54
11332,opinion,5442191684,56,my view is that the eiffel tower gets taller during the summer,not verified,active,1033.0,370.0,15.0,6.0,1.0,0.35818005808325265,0.000968054211035818,0.01452081316553727,62
11333,opinion,9694253371,38,my view is that an espresso maker has been sent to space,not verified,active,444.0,13.0,2.0,0.0,0.0,0.02927927927927928,0.0,0.0045045045045045045,56
11334,opinion,2957044000,40,my view is that wild boars wash their food,verified,active,7531.0,2029.0,602.0,30.0,9.0,0.26941973177532863,0.001195060416943301,0.0799362634444297,42
11335,opinion,6189641883,29,my view is that there are billions of eggs produced commercially each year,not verified,banned,5642.0,1836.0,601.0,12.0,0.0,0.3254165189649061,0.0,0.1065225097483162,74
11336,opinion,5285021246,41,my view is that most children in the world are born on a thursday,not verified,active,3950.0,1196.0,208.0,28.0,5.0,0.30278481012658226,0.0012658227848101266,0.052658227848101265,65
11337,opinion,4099180199,39,my view is that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,8017.0,489.0,20.0,1.0,0.0,0.060995384807284524,0.0,0.0024946987651241113,100
11338,opinion,7439794076,16,my view is that outerspace partly smells like diesel fuel and barbeque,verified,active,2765.0,966.0,264.0,5.0,0.0,0.3493670886075949,0.0,0.09547920433996383,70
11339,opinion,6300271909,20,my view is that pineapples are named after pinecones,not verified,active,4950.0,871.0,227.0,16.0,5.0,0.17595959595959595,0.00101010101010101,0.045858585858585856,52
11340,opinion,9125933700,58,my view is that leeches were historically used to predict the weather,not verified,active,7997.0,72.0,24.0,0.0,0.0,0.009003376266099787,0.0,0.0030011254220332624,69
11341,opinion,2671454183,34,my view is that bottled water has an expiration date,not verified,active,6706.0,983.0,120.0,7.0,3.0,0.14658514762898897,0.000447360572621533,0.017894422904861318,52
11342,opinion,9953323237,24,my view is that losing weight alters brain activity,not verified,active,6260.0,411.0,15.0,0.0,0.0,0.06565495207667732,0.0,0.0023961661341853034,51
11343,opinion,1961606352,35,my view is that no two teeth from different people will ever be alike,verified,active,8271.0,1152.0,107.0,7.0,1.0,0.13928182807399347,0.00012090436464756378,0.012936767017289325,69
11344,opinion,7523259374,5,"my view is that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,1046.0,421.0,149.0,1.0,0.0,0.4024856596558317,0.0,0.14244741873804972,90
11345,opinion,7241501468,53,my view is that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,2957.0,1239.0,494.0,13.0,4.0,0.4190057490700034,0.0013527223537368955,0.1670612106865066,119
11346,opinion,6596391813,25,my view is that the chicken is the closest relative to the t-rex,not verified,active,1281.0,74.0,21.0,1.0,0.0,0.05776736924277908,0.0,0.01639344262295082,64
11347,opinion,2200307399,26,my view is that the roar of a lion can be heard up to 5 miles away,not verified,active,1048.0,116.0,17.0,1.0,0.0,0.11068702290076336,0.0,0.016221374045801526,66
11348,opinion,1660552232,23,my view is that baby octopuses are the size of a flea,not verified,active,5439.0,1033.0,413.0,21.0,7.0,0.18992461849604705,0.001287001287001287,0.07593307593307594,53
11349,opinion,8434586717,11,my view is that violin bows are made from horsehair,not verified,active,8824.0,3628.0,1219.0,36.0,14.0,0.4111514052583862,0.001586582048957389,0.13814596554850408,51
11350,opinion,7164812705,14,my view is that mice typically only live for 6 months in the wild,not verified,active,4872.0,801.0,182.0,12.0,2.0,0.1644088669950739,0.00041050903119868636,0.03735632183908046,65
11351,opinion,4071635539,45,my view is that flossing your teeth improves memory,not verified,active,7034.0,2517.0,14.0,39.0,6.0,0.35783338072220644,0.0008529997156667614,0.00199033266988911,51
11352,opinion,4266789476,58,my view is that the largest living thing on earth is a tree,not verified,active,1436.0,378.0,3.0,2.0,0.0,0.26323119777158777,0.0,0.0020891364902506965,59
11353,opinion,5044268040,20,my view is that the moon is moving away from the earth,not verified,active,276.0,62.0,2.0,0.0,0.0,0.2246376811594203,0.0,0.007246376811594203,54
11354,opinion,1401728797,18,my view is that lightning strikes somewhere on earth about 100 times every second,not verified,active,4000.0,66.0,19.0,0.0,0.0,0.0165,0.0,0.00475,81
11355,opinion,4348658603,7,my view is that the town of calama in chile has never experienced rain,not verified,active,9845.0,3500.0,745.0,8.0,1.0,0.35551041137633316,0.00010157440325038091,0.07567293042153378,70
11356,opinion,3405638493,29,"my view is that every three seconds, there is a birth taking place somewhere in the world",not verified,active,9792.0,1184.0,163.0,1.0,0.0,0.12091503267973856,0.0,0.01664624183006536,89
11357,opinion,4906878734,33,my view is that the longest recorded tennis match lasted for 11 hours,not verified,active,7242.0,1954.0,437.0,22.0,3.0,0.26981496824081747,0.00041425020712510354,0.060342446837890085,69
11358,opinion,9934878745,39,my view is that a pineapple plant can only produce one pineapple a year,not verified,active,485.0,84.0,11.0,1.0,0.0,0.1731958762886598,0.0,0.02268041237113402,71
11359,opinion,9688695034,8,my view is that strawberries are the only known fruit to grow their seeds externally,not verified,active,7874.0,2606.0,620.0,4.0,0.0,0.33096266192532386,0.0,0.07874015748031496,84
11360,opinion,5373406160,39,my opinion is that humans will live on mars by 2035,not verified,active,9872.0,1377.0,277.0,6.0,0.0,0.13948541329011346,0.0,0.028059157212317665,51
11361,opinion,6709138433,10,my opinion is that austrian physicist erwin schrödinger was allergic to cats,not verified,active,1136.0,469.0,27.0,4.0,0.0,0.4128521126760563,0.0,0.023767605633802816,76
11362,opinion,3726003035,56,"my opinion is that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,2777.0,509.0,114.0,6.0,2.0,0.1832913215700396,0.0007202016564638099,0.04105149441843716,113
11363,opinion,3505563558,52,my opinion is that earth days are getting longer over time due to orbital expansion,not verified,active,8150.0,2105.0,816.0,28.0,4.0,0.25828220858895706,0.00049079754601227,0.10012269938650306,83
11364,opinion,7833761083,17,my opinion is that the largest rock on earth is in australia,not verified,banned,7806.0,686.0,96.0,8.0,2.0,0.0878811170894184,0.00025621316935690495,0.012298232129131437,60
11365,opinion,3908070943,10,my opinion is that there are about 582 million entrepreneurs in the world,not verified,active,397.0,85.0,26.0,0.0,0.0,0.2141057934508816,0.0,0.0654911838790932,73
11366,opinion,6893783531,35,my opinion is that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,8610.0,3187.0,578.0,41.0,14.0,0.37015098722415796,0.0016260162601626016,0.06713124274099884,119
11367,opinion,9359333007,14,my opinion is that mobile phone use in india is nearly 100%,not verified,active,8841.0,3889.0,1121.0,15.0,5.0,0.43988236624816196,0.0005655468838366701,0.12679561135618142,59
11368,opinion,5544535306,46,my opinion is that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,6194.0,910.0,344.0,12.0,2.0,0.14691637068130448,0.00032289312237649337,0.055537617048756864,118
11369,opinion,7404768827,34,my opinion is that most car horns honk in the key of f,not verified,active,1550.0,627.0,84.0,14.0,4.0,0.4045161290322581,0.0025806451612903226,0.05419354838709677,54
11370,opinion,5208416447,10,my opinion is that 1 billion cars are currently in use around the world,not verified,active,582.0,247.0,75.0,5.0,1.0,0.42439862542955326,0.001718213058419244,0.12886597938144329,71
11371,opinion,8257607000,41,my opinion is that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,8771.0,3195.0,831.0,72.0,11.0,0.36426861247292214,0.0012541329380914377,0.09474404286854407,102
11372,opinion,4523783260,39,my opinion is that the average car contains over 30000 unique parts,not verified,active,8606.0,451.0,65.0,6.0,1.0,0.05240529862886358,0.00011619800139437602,0.0075528700906344415,67
11373,opinion,5383779748,22,my opinion is that 90% of drivers admit to singing in the car,not verified,active,6418.0,533.0,165.0,8.0,2.0,0.08304767840448737,0.0003116235587410408,0.025708943596135868,61
11374,opinion,4788142142,27,my opinion is that the automotive industry employs about 9.9 million americans,not verified,active,6107.0,54.0,21.0,1.0,0.0,0.008842312100867857,0.0,0.0034386769281152777,78
11375,opinion,2201977175,54,my opinion is that vinyl record sales now surpass compact disc sales,not verified,active,5151.0,1422.0,53.0,18.0,4.0,0.27606290040768783,0.0007765482430596001,0.0102892642205397,68
11376,opinion,7123010192,39,my opinion is that the band metallica is the first and only group to play on all seven continents,not verified,under review,1507.0,311.0,43.0,1.0,0.0,0.20637027206370273,0.0,0.028533510285335104,97
11377,opinion,8659832524,49,"my opinion is that the oldest surviving song is around 3,500 years old",verified,active,402.0,12.0,2.0,0.0,0.0,0.029850746268656716,0.0,0.004975124378109453,70
11378,opinion,5271865364,55,my opinion is that the harmonica is the best selling musical instrument,not verified,active,4805.0,1744.0,339.0,12.0,3.0,0.3629552549427679,0.0006243496357960458,0.07055150884495318,71
11379,opinion,5153342802,44,my opinion is that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,7402.0,2725.0,1052.0,32.0,1.0,0.3681437449338017,0.00013509862199405565,0.14212375033774655,92
11380,opinion,3928775114,13,"my opinion is that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,1582.0,171.0,48.0,1.0,0.0,0.10809102402022756,0.0,0.03034134007585335,107
11381,opinion,8950962092,40,my opinion is that an average user spends 40% of their day on the internet,not verified,active,8788.0,1231.0,385.0,10.0,3.0,0.14007737824305871,0.0003413746017296313,0.043809740555302686,74
11382,opinion,4182556496,56,my opinion is that half of retail purchases are now made through a mobile device,not verified,under review,7956.0,740.0,68.0,4.0,0.0,0.0930115635997989,0.0,0.008547008547008548,80
11383,opinion,8540186566,51,my opinion is that the average user checks their mobile phone around 150 times each day,not verified,active,5905.0,2296.0,468.0,34.0,9.0,0.3888230313293819,0.0015241320914479255,0.07925486875529213,87
11384,opinion,2156518625,10,"my opinion is that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,9028.0,2290.0,824.0,55.0,16.0,0.2536552946389012,0.0017722640673460345,0.09127159946832078,96
11385,opinion,6585984314,31,"my opinion is that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,311.0,111.0,6.0,1.0,0.0,0.35691318327974275,0.0,0.01929260450160772,98
11386,opinion,5568014872,36,my opinion is that the concorde was the fastest passenger jet ever,not verified,active,72.0,7.0,0.0,0.0,0.0,0.09722222222222222,0.0,0.0,66
11387,opinion,3469955655,32,my opinion is that the longest commercial flight in history took around 30 hours,not verified,active,9105.0,1684.0,196.0,41.0,6.0,0.18495332235035694,0.0006589785831960461,0.021526633717737508,80
11388,opinion,7936168291,42,"my opinion is that shanghai, china has the world's longest subway system",not verified,active,5579.0,1099.0,408.0,11.0,4.0,0.19698870765370138,0.000716974368166338,0.07313138555296649,72
11389,opinion,7328832515,19,my opinion is that the first cruise ship set sail in 1900,not verified,active,6763.0,1458.0,299.0,24.0,4.0,0.2155847996451279,0.0005914534969688008,0.04421114889841786,57
11390,opinion,6185337373,40,"my opinion is that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,7279.0,3019.0,700.0,58.0,2.0,0.4147547740074186,0.0002747630168979255,0.09616705591427394,91
11391,opinion,7283408107,41,my opinion is that dragonflies can see in all directions at the same time,not verified,active,1839.0,711.0,238.0,4.0,0.0,0.3866231647634584,0.0,0.12941816204458945,73
11392,opinion,3469680942,57,my opinion is that reindeer grow new antlers every year,not verified,active,1524.0,268.0,12.0,1.0,0.0,0.17585301837270342,0.0,0.007874015748031496,55
11393,opinion,9459992139,12,my opinion is that some sharks can glow in the dark,not verified,active,8701.0,2970.0,661.0,50.0,16.0,0.3413400758533502,0.0018388690955062636,0.07596827950810252,51
11394,opinion,6359606820,10,my opinion is that the hummingbird is the only bird that can fly backwards,not verified,active,5564.0,1274.0,356.0,5.0,1.0,0.22897196261682243,0.00017972681524083394,0.06398274622573688,74
11395,opinion,9743581007,29,my opinion is that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,148.0,46.0,14.0,0.0,0.0,0.3108108108108108,0.0,0.0945945945945946,93
11396,opinion,3910644757,41,my opinion is that the moon was once part of the earth,not verified,active,8093.0,1309.0,414.0,27.0,9.0,0.16174471765723464,0.0011120721611268998,0.05115531941183739,54
11397,opinion,2366552946,18,my opinion is that saturn is less dense than water,not verified,active,4491.0,1629.0,511.0,9.0,3.0,0.3627254509018036,0.0006680026720106881,0.11378312179915387,50
11398,opinion,3529234413,48,my opinion is that sound actually travels in space,not verified,active,9649.0,2717.0,646.0,35.0,1.0,0.2815835837910664,0.00010363768266141569,0.06694994299927454,50
11399,opinion,8048965393,48,my opinion is that a single day on venus takes 243 earth days,verified,active,5642.0,405.0,63.0,1.0,0.0,0.07178305565402339,0.0,0.011166253101736972,61
11400,opinion,6308705660,31,"my opinion is that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,9625.0,3735.0,415.0,91.0,31.0,0.38805194805194804,0.003220779220779221,0.043116883116883116,93
11401,opinion,8138707097,26,my opinion is that marie curie is the only person with two nobel prizes in different sciences,verified,active,9019.0,1374.0,174.0,17.0,6.0,0.15234504934028162,0.0006652622241933695,0.01929260450160772,93
11402,opinion,7476479989,16,my opinion is that there is a world championship for throwing mobile phones,not verified,active,4945.0,1794.0,619.0,8.0,1.0,0.3627906976744186,0.00020222446916076846,0.12517694641051566,75
11403,opinion,7288494823,15,my opinion is that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,2963.0,1229.0,244.0,28.0,10.0,0.41478231522105974,0.0033749578130273373,0.08234897063786703,89
11404,opinion,9509015766,37,my opinion is that chihuahuas have the largest brain among dogs,not verified,active,4878.0,2124.0,506.0,5.0,1.0,0.4354243542435424,0.0002050020500205002,0.1037310373103731,63
